Date,Open,High,Low,Close,Volume,MarketCap,ForwardPE,TrailingPE,ForwardPEG,TrailingPEG
2017-08-02,67.9542400335672,67.9636014269232,66.91455368290745,67.68260955810547,26499200,1800732997.497504,6.327210431430838,7.0933444711448015,67.31074927054082,75.46111139515746
2017-08-03,67.6170415953168,67.85120505046491,67.2985755803426,67.57957458496094,18214400,1231603842.4337385,6.295813928800447,7.058146304312819,66.97674392340902,75.08666281183851
2017-08-04,67.81374208628257,68.41319999554082,67.66387403591703,68.07600402832031,22579000,1531166482.5661743,6.31412868587361,7.078678714643275,67.17158176461287,75.30509270897102
2017-08-07,68.18839123634349,68.28205517577436,67.68259738809621,67.81372833251953,18705700,1275511589.9496706,6.349012219398835,7.117786141580741,67.54268318509399,75.72112916575256
2017-08-08,67.52338453249102,68.49750556593024,67.20492559742016,68.17904663085938,22044600,1488526002.6649516,6.287093531889294,7.048369992953134,66.88397374350313,74.98265949950142
2017-08-09,67.6732456024916,67.91677762217738,67.4859176772578,67.87931060791016,22213400,1503252873.8663871,6.301047076582086,7.064013110907266,67.03241570832006,75.14907564794963
2017-08-10,67.34543313049127,67.61706368473261,66.83027050242943,66.886474609375,24734500,1665755615.7661364,6.270524500045743,7.029794690030404,66.70770744729514,74.78504989394047
2017-08-11,67.07378070937501,68.09472994437795,66.76468323330748,67.90740203857422,21443700,1438310031.397625,6.245230978526537,7.001438487408666,66.43862743113338,74.48338816392197
2017-08-14,68.43192696629042,69.05012192813298,68.32889447264999,68.92835235595703,20096600,1375249063.470752,6.371687799468382,7.143207407754741,67.78391276030193,75.99156816760363
2017-08-15,69.29557775056824,69.29557775056824,68.77767786676014,68.94717407226562,19181400,1329186195.0647497,6.4521022114123125,7.233358846614639,68.63938522779056,76.9506260278153
2017-08-16,69.06018956853988,69.7758412486785,68.90011176161474,69.35210418701172,18150400,1253470064.7448263,6.4301852484674,7.208788055171178,68.40622604752554,76.68923462948062
2017-08-17,69.2861816369129,69.55925931573974,68.17504119873047,68.17504119873047,22977500,1592023238.5621662,6.451227340494683,7.232378041431409,68.63007809036897,76.94019193012137
2017-08-18,68.05261802598923,68.5893548920276,67.73246247060737,68.25978088378906,18761500,1276769193.094597,6.336370393481307,7.103613572650233,67.40819567533305,75.57035715585354
2017-08-21,68.24096211266462,68.25038056703265,67.5158919940155,67.93963623046875,17734800,1210239814.8756845,6.353907086840281,7.123273706958728,67.59475624298172,75.77950752083754
2017-08-22,68.12796451621129,68.9660273789093,68.12796451621129,68.89070129394531,14343700,977207084.6311799,6.34338589536418,7.111478550752745,67.48282867408702,75.65402713566749
2017-08-23,68.70238733978299,68.88130210799568,68.29747988510762,68.47639465332031,13766500,945791415.3131225,6.396870329588732,7.171439179518057,68.05181201690141,76.2919061650857
2017-08-24,68.49519801731537,68.60819790913764,67.86429811903527,68.4481201171875,17098300,1171151444.2594635,6.377578958781692,7.149811901598682,67.84658466789034,76.0618287404115
2017-08-25,68.60820801799322,69.06961173861158,68.25038575076334,68.57054138183594,12794300,877793995.8446107,6.388101305213521,7.161608352608896,67.95852452354809,76.18732290009464
2017-08-28,68.79653022042739,68.82477839994338,68.31629680030372,68.5799560546875,14569700,1002344806.3525609,6.405635960933648,7.181266202549831,68.14506341418775,76.39644896329608
2017-08-29,68.03379871245487,68.89069844914063,67.84547273155779,68.78711700439453,11478400,780919155.141042,6.334618129651291,7.101649134911781,67.38955457075842,75.54945888204023
2017-08-30,68.74944166188475,69.87941177246877,68.57994542687968,69.69108581542969,16897800,1161714315.314196,6.401251551385917,7.176350904163335,68.09842075942464,76.3441585549291
2017-08-31,69.70992353921086,70.58565298989642,69.49334938217363,70.40673828125,27652800,1927674573.64509,6.490681893781272,7.276609972777751,69.04980738065183,77.41074439125268
2017-09-01,70.35024606859996,70.37849424864487,69.3426869366677,69.62518310546875,21736200,1529147018.5963025,6.550302241024204,7.343449485240079,69.68406639387452,78.12180303446893
2017-09-05,69.06018988072087,69.57809712214443,68.72120454036062,69.31443786621094,21556000,1488661453.068819,6.430185277534531,7.208788087757919,68.40622635675034,76.68923497614807
2017-09-06,69.43686252562289,69.71935874566155,69.069621750079,69.11670684814453,16535800,1148194071.3511949,6.465257218400641,7.24810673545124,68.77933211064511,77.10751846224724
2017-09-07,69.38034201529254,70.2466529185294,69.30500875826982,70.00182342529297,17471200,1212157831.417579,6.459994601051447,7.242206890949117,68.72334681969625,77.04475415903316
2017-09-08,69.99242349893463,70.09600494808308,69.53101261302753,69.66284942626953,14703800,1029154596.643635,6.516985428206204,7.306098486318855,69.32963221495962,77.72445198211548
2017-09-11,69.97357181717038,70.56681220690244,69.97357181717038,70.3973159790039,17910400,1253254660.6742485,6.515230150574523,7.30413066985077,69.31095904866514,77.70351776436989
2017-09-12,70.39733186651989,70.8493171201386,70.03009115388866,70.3219985961914,14394900,1013362552.4853672,6.554686393530716,7.348364495461366,69.73070631415655,78.17409037724858
2017-09-13,70.55740095129983,70.83989708800446,70.19957873775911,70.82106018066406,13380800,944114470.6491528,6.5695904051489595,7.365073168194137,69.88925962924425,78.35184221483124
2017-09-14,70.6233196224628,71.08472329909372,70.17132721584179,70.40673828125,15733900,1111180248.6078675,6.575728084028194,7.371954031572318,69.95455408540631,78.42504288906721
2017-09-15,70.46324455737305,70.99056306542028,69.74759287918334,70.91522979736328,38578400,2718359233.8321605,6.560823515584082,7.355244734590088,69.79599484663918,78.24728441053286
2017-09-18,70.83989399147153,71.53670866492877,70.66097930043424,70.77397918701172,23307000,1651065409.2592268,6.5958932952953,7.394560959443792,70.16907760952448,78.66554212174248
2017-09-19,70.82106209739197,71.29188421519208,70.63273612394208,71.03764343261719,16093300,1139744598.6519582,6.594139860092362,7.39259520849603,70.15042404353576,78.64462987761735
2017-09-20,70.95288862129254,71.14122177070436,69.9735777968763,70.56681823730469,21587900,1531723864.2676013,6.606414210548654,7.406355805980432,70.2810022398793,78.79101921255779
2017-09-21,70.7269063848661,70.84931756178086,69.78526205241859,69.87942504882812,19186100,1356973498.5906794,6.585373033972635,7.382766846019425,70.0571599358791,78.54007282999389
2017-09-22,69.67226058210895,70.16191964712763,69.5404309532599,70.06775665283203,14111400,983173137.9783722,6.487175100755023,7.272678557631414,69.01250107186195,77.3689208258661
2017-09-25,69.76642258859596,69.91708912467645,68.6647004841669,68.98486328125,24149200,1684803292.3765216,6.4959425129046515,7.282507577097699,69.10577141387927,77.47348486274149
2017-09-26,69.37093370764849,69.50276333463098,68.73061529765815,68.98486328125,18019600,1250036477.0383427,6.459118594753118,7.241224812906941,68.71402760375658,77.0343065202866
2017-09-27,69.25794678847674,69.84176170422964,68.90011732741378,69.54043579101562,19565100,1355038654.7112262,6.448598397437313,7.229430771239744,68.60211061103524,76.90883799191216
2017-09-28,69.2485283972739,69.65343576704677,69.03194702936801,69.55927276611328,10883800,753687133.3702496,6.44772145226014,7.228447640634019,68.59278140702277,76.89837915568106
2017-09-29,69.62517403918262,70.19015911903882,69.56867050227446,70.14307403564453,17079100,1189135309.932604,6.4827908788810635,7.26776346964328,68.96586041362833,77.31663265577957
2017-10-02,70.35023597941763,70.63273210770488,69.96416560054503,70.25607299804688,15304800,1076696291.617791,6.5503013016217535,7.343448432089523,69.68405640023143,78.12179183073961
2017-10-03,70.31256111736026,70.51030551033809,69.86057598603213,69.9264907836914,12190400,857138245.0450685,6.546793400126654,7.339515774254725,69.64673829921972,78.07995504526303
2017-10-04,69.76641338803181,70.3596538153943,69.40859118829285,70.33140563964844,13317700,929128163.5777912,6.495941656241323,7.282506616704781,69.10576230043961,77.47347464579555
2017-10-05,70.83049458861089,71.67797600544131,70.58566502726502,71.53672790527344,21195300,1501273581.9539845,6.595018118120194,7.393579810919717,70.15976721404462,78.65510437148635
2017-10-06,71.25421236584417,71.59320484057045,71.13180121048323,71.56495666503906,13959800,994694553.7847114,6.634470425125155,7.437809223992084,70.57947260771441,79.12563004246898
2017-10-09,71.53669453751591,72.08284977185403,71.4331131246527,71.83802032470703,11386500,814552572.3514249,6.6607723033068815,7.467295880742788,70.85927982241363,79.43931788024243
2017-10-10,71.8756869461276,72.15817583052171,71.69677229042325,71.83802032470703,13944500,1002270516.6202763,6.692335842283762,7.502681309616659,71.19506215195491,79.81575861294318
2017-10-11,71.90394524135576,71.9981082160801,71.51786770555921,71.96044158935547,15388900,1106522622.9246995,6.694966968468878,7.505631027281394,71.2230528560519,79.84713858809994
2017-10-12,72.02635798484197,72.77967616766502,71.91336528634075,72.61959838867188,16876500,1215552830.5311854,6.706364803057911,7.518408975453232,71.34430641550969,79.98307420694928
2017-10-13,73.06218057488081,73.32584702364368,72.77969158461339,72.968017578125,15335700,1120459682.6421998,6.802810109393,7.626532419089855,72.37032031269149,81.13332360733888
2017-10-16,72.90209389996443,73.26933457159343,72.83617909183039,73.1186752319336,12380100,902535212.6909496,6.787904459959444,7.609821910225932,72.21174957403665,80.95555223644608
2017-10-17,72.94918684455433,73.09043492982458,72.7420239440481,73.06217956542969,16824000,1227297119.4727821,6.792289277891465,7.614737666446173,72.25839657331345,81.00784751538481
2017-10-18,73.13750526572312,73.30700151366933,72.8550163085963,73.08100891113281,13300700,972780016.2878035,6.809823581538465,7.6343951216829975,72.4449317184943,81.21696937960635
2017-10-19,73.04336252944715,73.38235511931673,72.83619959295159,73.363525390625,15092800,1102428861.9844398,6.801057963635675,7.624568113720997,72.35168046420931,81.11242674171274
2017-10-20,73.74957200959487,74.36164216442049,73.65540902827746,74.21097564697266,22866400,1686387213.4002001,6.866813036275127,7.698285178454579,73.05120251356519,81.89665083462319
2017-10-23,74.38046431060245,74.71003830373039,74.1638901940502,74.22980499267578,20627200,1534260713.4276588,6.925555336182724,7.764140324697541,73.67612059768855,82.59723749678236
2017-10-24,74.29573090117728,74.57821985859735,73.88140514261747,74.25806427001953,17517200,1301453177.3421025,6.917665819476469,7.755295501166731,73.5921895688986,82.50314362943331
2017-10-25,73.9944107430143,74.48406261747937,73.45767377992674,74.04148864746094,20410800,1510285118.7935162,6.889609938828147,7.72384245751715,73.29372275349093,82.16853678209733
2017-10-26,74.57822853469385,74.78539143807414,74.15449145718041,74.16390991210938,32120700,2395504905.2943406,6.943969137308552,7.78478377188871,73.87201209902715,82.81684863711394
2017-10-27,79.44652271293948,81.16972611668278,78.7308711186249,78.91919708251953,71066700,5646002195.683657,7.397255373644272,8.29295644185172,78.69420610259864,88.22294087076298
2017-10-30,78.81561503089756,79.40885546245984,78.26004841282969,78.9945297241211,31756700,2502923841.8517046,7.338511641610573,8.227099690072814,78.06927278309121,87.52233712843419
2017-10-31,79.43710633943957,79.43710633943957,78.26005107384115,78.32596588134766,27086600,2151681124.573864,7.396378616335155,8.291973521862168,78.6848788971825,88.21248427512946
2017-11-01,78.79678798758702,78.87212124878737,78.04346974393395,78.32596588134766,22307400,1757751468.3542988,7.336758658062107,8.225134445468374,78.05062402193731,87.50143027094015
2017-11-02,78.48604734662824,79.53127304613307,78.26947319076,79.14520263671875,23992900,1883107885.3829167,7.307825637488663,8.19269805288395,77.74282593073046,87.15636226472287
2017-11-03,79.17343834482436,79.60659377251277,78.53312006385578,79.22993469238281,17633500,1396104825.0534604,7.371828523726663,8.264450766683128,78.42370769921982,87.91968900726732
2017-11-06,79.28643960121984,79.75726170617762,79.1734468939021,79.54068756103516,19860900,1574700048.2758672,7.382350055979501,8.276246304929002,78.53563889339894,88.0451734566915
2017-11-07,79.82318574583876,79.94560410515878,79.03220796642944,79.35236358642578,17939700,1432004005.3246236,7.432326419538059,8.332274086204462,79.06730233551127,88.6412136830262
2017-11-08,79.22994601769821,79.67251996130038,78.93803860135442,79.62543487548828,18034200,1428848692.472373,7.3770899457819565,8.270349271158477,78.47968027427613,87.9824390548774
2017-11-09,79.20171349863327,79.35237287150265,78.06232460163429,79.18287658691406,21178400,1677365569.1594548,7.374461219612036,8.267402244116207,78.4517151022557,87.95108770336391
2017-11-10,78.90037474153664,79.19228216813597,78.373056245957,78.9757080078125,19397800,1530493689.1613793,7.346403607219426,8.235947259033052,78.15322986403645,87.61646020247927
2017-11-13,78.77794767337559,79.04160686795495,78.58961454569446,79.03218841552734,14196900,1118402645.324146,7.3350044388617865,8.223167815592442,78.03196211555093,87.48050867651534
2017-11-14,78.62729542194589,79.19228053904094,78.137643569577,79.14520263671875,18801300,1478295369.4166312,7.320977227369263,8.207442110850302,77.88273646137515,87.31321394521598
2017-11-15,78.99379605987593,79.20199938211138,78.25562589577335,78.53007507324219,19383100,1531144648.4081812,7.355102053992172,8.245698962408762,78.24576653183162,87.72020172775278
2017-11-16,78.64362247263443,78.94646165017006,78.49220649399439,78.7382583618164,20962800,1648590529.169341,7.32249743693058,8.20914639589086,77.89890890351681,87.33134463713681
2017-11-17,78.662537578537,78.662537578537,77.82972459879511,77.98114776611328,22079000,1736790167.1965184,7.324258619975512,8.211120832832671,77.91764489335651,87.35234928545395
2017-11-20,77.9811610824549,78.16096709903202,77.83920364391646,78.10418701171875,16315000,1272262643.0602517,7.2608157432453355,8.139995937625773,77.24272067282271,86.59570146410397
2017-11-21,78.30292060686462,79.34392973679707,78.30292060686462,79.2303695678711,21237500,1662958276.3882873,7.290774730620542,8.17358252681259,77.56143330447385,86.95300560438925
2017-11-22,79.33448141293172,79.40072726008242,78.58684558351337,78.65309143066406,20553100,1630569529.928127,7.38682322280556,8.281261107821683,78.58322577452724,88.09852242363492
2017-11-24,78.55845822389921,78.95593332039489,78.34078916424335,78.79505157470703,7425600,583343687.387386,7.314567804832328,8.200256599571942,77.81455111523753,87.23677233587172
2017-11-27,78.84234818609326,79.47642371108962,78.83288965277194,79.37232208251953,18265200,1440071258.0886307,7.341000762206076,8.229890207316624,78.09575278942634,87.55202348209174
2017-11-28,79.56160308405101,80.4985106298725,79.51428153092401,80.32816314697266,21926000,1744467709.2209024,7.407970491997301,8.30496900668591,78.80819672337554,88.35073411367989
2017-11-29,80.16726123358478,80.36599871021897,78.71931160364032,78.8707275390625,27381100,2195067796.562908,7.4643632433505385,8.368190107889852,79.40811961011211,89.0232990201048
2017-11-30,79.03163215057432,79.98746393474966,78.87074321063703,79.65623474121094,33054600,2612358988.084374,7.358624967465021,8.249648449955567,78.28324433473426,87.7622175527188
2017-12-01,79.11679951269288,80.26191023905729,78.7571802894539,79.74140930175781,29532100,2336485234.8887973,7.366554889449988,8.258538571262305,78.36760520691477,87.85679331130112
2017-12-04,79.89283220699072,79.90229796165673,76.3723223777834,76.73194885253906,39094900,3123402285.8490815,7.438811192457236,8.33954407171093,79.13628928145997,88.7185539543716
2017-12-05,76.97800626743634,78.24615033476051,76.63731849768001,77.214599609375,26152300,2013151913.3078754,7.167412129184017,8.035282491381665,76.24906520408528,85.48172863171983
2017-12-06,77.17673951085514,78.6814694753006,77.06317212438097,78.34077453613281,26162100,2019105576.7569432,7.185916155573104,8.056027088815776,76.44591654865005,85.70241583846571
2017-12-07,78.11365914224298,78.35971824111006,77.60261665394484,78.06633758544922,23184500,1811026130.3833325,7.273152620320575,8.153826632801982,77.37396404596356,86.74283651917003
2017-12-08,79.14519799775165,80.04425698214921,78.86129033445934,79.64678192138672,24489100,1938194668.28674,7.36919906869196,8.26150292252105,78.39573477331872,87.88832896298989
2017-12-11,79.76981525722455,80.79190026855389,79.60893351106792,80.65940856933594,22857900,1823370460.168113,7.427357100300237,8.326703053990036,79.01443723723656,88.58194738287273
2017-12-12,80.73510626173744,81.4354277226991,80.5174444397469,80.99063110351562,23924100,1931514755.7164328,7.517235219901066,8.427464119179273,79.97058744575602,89.65387360829014
2017-12-13,81.14205717295555,81.38811629038898,80.60262459798066,80.7729721069336,22062700,1790212864.7897663,7.555126366196978,8.469943337469264,80.37368474677636,90.10578018584323
2017-12-14,80.84868315842823,81.26508978194587,79.9969456195314,80.14836883544922,19306000,1560864677.0566154,7.527810349946763,8.439319745138645,80.08308882922088,89.779997288709
2017-12-15,80.6877900515246,82.4196477132583,80.32816357445817,82.19252014160156,53936700,4352033125.672067,7.512829613735996,8.422525057570418,79.92371929506379,89.6013303996853
2017-12-18,82.4480479100185,82.80766717962085,81.6057762157548,81.74772644042969,22283800,1837255810.0172703,7.676726993484031,8.606268049062473,81.66730844131948,91.55604307513269
2017-12-19,81.71932954615248,81.71932954615248,80.69724469262631,81.22721862792969,23524800,1922430883.7073278,7.608876121615687,8.53020141400339,80.94549065548603,90.74682355322754
2017-12-20,81.5773719952201,81.6720150972748,80.16727786171573,80.933837890625,23674900,1931336124.2496364,7.595658472553082,8.515383298039676,80.80487736758599,90.58918402169869
2017-12-21,81.43542519427443,81.48273952702898,80.82028110642312,80.9149169921875,17990700,1465080304.042633,7.5824418244203375,8.500566304204012,80.66427472787593,90.43155642770226
2017-12-22,80.82028342739383,81.03794524887711,80.36602105432212,80.92438507080078,14145800,1143267565.3072276,7.525166054692163,8.436355263819815,80.05495802864003,89.74846025340229
2017-12-26,80.73510463013203,80.94330791322349,80.47012125901757,80.82028198242188,9891200,798567066.9175619,7.517235067982498,8.427463948865556,79.97058582960105,89.65387179644209
2017-12-27,81.05689025063188,81.36919523283584,80.64994936419372,81.1136703491211,14678000,1189753035.0987747,7.547196485161255,8.461053262070134,80.28932431022612,90.01120491563972
2017-12-28,81.29347065750433,81.32186070222157,80.96224143537722,81.12312316894531,10594300,861247416.1867981,7.56922445600599,8.485748502871015,80.52366442559564,90.27392024330867
2017-12-29,81.03792890544294,81.43541110931373,80.91490299725318,80.9527587890625,18717400,1516819330.4947376,7.545430996782397,8.459073998480473,80.27054251896166,89.99014892000504
2018-01-02,81.51112964816714,81.68147713080694,80.91491706905548,81.34078216552734,22483800,1832679936.7834604,7.589490656253924,8.508468648034148,80.73926230057366,90.5156239152569
2018-01-03,81.44488832499506,81.87076066535164,81.35971818907716,81.7193374633789,26061400,2122567812.5930264,7.583322935288181,8.501554104905539,80.67364824774661,90.44206494580361
2018-01-04,81.94647277087208,82.95909928394605,81.9275484789694,82.43859100341797,21912000,1795611111.355349,7.630025397660342,8.553911562721511,81.17048295383343,90.99905917788841
2018-01-05,82.95909373636346,83.66887376947982,82.74142468262852,83.4606704711914,23407100,1941831802.996433,7.724310403758236,8.659613124881362,82.17351493359826,92.12354388171661
2018-01-08,83.47013342467018,83.82975994811552,82.90231081217196,83.54584503173828,22113000,1845775060.4197316,7.771893242520501,8.71295755998645,82.67971534596278,92.69103787219628
2018-01-09,83.89599261758023,83.9717042127526,83.14835686082714,83.48905181884766,19484300,1634654688.9587185,7.811544936459985,8.757410502878939,83.10154187723388,93.16394151998871
2018-01-10,83.14835994938296,83.46066487587824,82.72249484616604,83.11050415039062,18652200,1550899839.447881,7.741932956180909,8.67936951454937,82.36098889554158,92.3337182398869
2018-01-11,83.40385881754123,83.40385881754123,82.56158733501196,83.3565444946289,17808900,1485330981.29571,7.765722422489873,8.70603954254084,82.61406832436035,92.61744194192383
2018-01-12,83.91491651127788,84.96539142352097,83.7067132356614,84.7950439453125,24271500,2036740896.103481,7.81330693773537,8.759385857127127,83.12028657165287,93.18495592688433
2018-01-16,85.26822900529056,85.92122886305346,83.29031236403043,83.61207580566406,36599700,3120791601.1249332,7.939313687643441,8.900650209320519,84.46078391110044,94.68776818426083
2018-01-17,84.30294542989309,85.43859063829306,83.99064047049343,85.30609893798828,25621200,2159942625.4483767,7.849436259766581,8.799889919613056,83.50464106134662,93.61585020864953
2018-01-18,84.98432659053137,85.8076667537674,84.85183490402775,85.26823425292969,24159700,2053195835.1292608,7.912879570812977,8.871015301725613,84.17956990226571,94.37250320984695
2018-01-19,85.30608328977057,85.75087986788324,84.85182817783983,85.17359161376953,36875000,3145661821.31029,7.942838295136925,8.904601596009455,84.4982797354992,94.72980421286654
2018-01-22,85.17358892013046,86.70671611998446,84.92752986380101,86.69725036621094,23601600,2010232976.257351,7.930501761650881,8.890771286026144,84.36704001756256,94.58267325559727
2018-01-23,86.9717025756836,87.35025331736952,86.63100763019173,86.9717025756836,23412800,2036251078.0639648,8.097923889728454,9.078465822096408,86.14812648647292,96.5794236393235
2018-01-24,87.58685177947596,88.41965768395941,86.66886852348274,86.89599609375,33277500,2914671460.0915112,8.155200351906513,9.142677638776197,86.75745055219696,97.2625280720872
2018-01-25,87.51113089146844,88.23983507799211,87.00008849743367,87.3786392211914,26383200,2308823668.53579,8.148149989894641,9.134773579485223,86.68244670100682,97.17844233494918
2018-01-26,88.12628315986015,89.015869140625,87.61524071801387,89.015869140625,29172200,2570837557.596072,8.205426737417145,9.198985716060559,87.29177380231006,97.86155017085702
2018-01-29,90.03796136508727,90.33133479774438,88.6941129196993,88.88338470458984,31569900,2842489436.4996686,8.38342284591129,9.398534589257544,89.1853494245882,99.98441052401643
2018-01-30,88.29663658427746,88.63733156844265,87.1609842303083,87.76666259765625,38635100,3411349384.0972185,8.221288322558424,9.216767910676145,87.46051406977047,98.05072245400154
2018-01-31,88.72248477513844,90.28400195123173,88.49535723578529,89.9149169921875,48756300,4325780084.442082,8.26093899209855,9.261219705129273,87.88232970317607,98.52361388435396
2018-02-01,89.70672346930866,90.91808010425335,88.56161267470453,89.20514678955078,47227900,4236660165.336162,8.35258132861347,9.363958608487334,88.85724817673903,99.61658094135461
2018-02-02,88.61840171176318,88.93070665645175,86.59316327935288,86.85814666748047,47867800,4241967929.458338,8.251247831635306,9.250355084735197,87.77923225143942,98.40803281633188
2018-02-05,85.70357454387702,88.23985559648678,83.28086090087889,83.2808609008789,51031500,4373581964.33586,7.979848653992274,8.94609337618758,84.89200695736461,95.1712061296551
2018-02-06,82.23038142673246,86.57423894349336,80.67832967972248,86.43228149414062,67998600,5591550814.48381,7.656460095598926,8.583547121788357,81.45170314466942,91.31433108285486
2018-02-07,85.63730252032597,86.8486589716027,84.41648031607721,84.80449676513672,41107600,3520343977.084552,7.973678074518247,8.939175628426511,84.82636249487497,95.09761306836714
2018-02-08,84.89913020021021,85.06001189485269,80.21458622865426,80.45117950439453,55628700,4722828244.168433,7.904946946015848,8.862122150335095,84.09518027676434,94.27789521633079
2018-02-09,81.67200815825005,84.16096701736508,79.33446525309897,83.45118713378906,63499100,5186099013.241536,7.604470033356615,8.525261811925892,80.89861737613421,90.6942745949563
2018-02-12,83.98117282808369,84.96540202270626,83.21461269064694,84.35025787353516,35720300,2999832687.7709975,7.819476054756395,8.766301965353204,83.18591547613185,93.25853154631068
2018-02-13,84.16098075728884,85.17359993436496,83.09158149073825,85.0127182006836,26407700,2222497931.5442567,7.836217947606037,8.785071060259796,83.36402071921316,93.45820276872124
2018-02-14,84.15697782512596,86.51500449343037,84.06189739166034,86.34385681152344,34960900,2942203686.0464463,7.835845235114149,8.784653217654068,83.36005569270371,93.45375763461774
2018-02-15,86.72419063355213,88.15992919767865,86.16321096691561,88.1028823852539,27823900,2413005207.768891,8.07487808506072,9.052629502458469,85.90295835170978,96.3045691750901
2018-02-16,87.90320741486453,88.9015701957371,87.28518091202916,87.475341796875,30596900,2689565646.9518685,8.184656183879378,9.175700147689408,87.07081046680189,97.61383135839796
2018-02-20,86.98091399276096,88.48320230409219,86.5340279602478,88.15992736816406,30911700,2688727919.070029,8.098781563571784,9.079427347887366,86.15725067629558,96.58965263709963
2018-02-21,88.40712733031785,88.76843583058893,86.99040222167969,86.99040222167969,26922500,2380140885.5504823,8.231576101519353,9.228301391473678,87.56995852680163,98.17341905823062
2018-02-22,87.52288971208259,88.16944690644377,86.86682229678537,87.2186279296875,24392800,2134928344.168888,8.149244852149216,9.136001013787327,86.69409417180017,97.19150014667369
